           1  1.000000000000000E-002
           2  1.000000000000000E-002
           3  1.000000000000000E-002
           4  1.000000000000000E-002
           5  1.000000000000000E-002
           6  1.000000000000000E-002
           7  1.000000000000000E-002
           8  1.000000000000000E-002
           9  1.000000000000000E-002
          10  1.000000000000000E-002
          11  1.000000000000000E-002
          12  1.000000000000000E-002
          13  1.000000000000000E-002
          14  1.000000000000000E-002
          15  1.000000000000000E-002
          16  1.000000000000000E-002
          17  1.000000000000000E-002
          18  1.000000000000000E-002
          19  1.000000000000000E-002
          20  1.000000000000000E-002
          21  1.000000000000000E-002
          22  1.000000000000000E-002
          23  1.000000000000000E-002
          24  1.000000000000000E-002
          25  1.000000000000000E-002
          26  1.000000000000000E-002
          27  1.000000000000000E-002
          28  1.000000000000000E-002
          29  1.000000000000000E-002
          30  1.000000000000000E-002
          31  1.000000000000000E-002
          32  1.000000000000000E-002
          33  1.000000000000000E-002
          34  1.000000000000000E-002
          35  1.000000000000000E-002
          36  1.000000000000000E-002
          37  1.000000000000000E-002
          38  1.000000000000000E-002
          39  1.000000000000000E-002
          40  1.000000000000000E-002
          41  1.000000000000000E-002
          42  1.000000000000000E-002
          43  1.000000000000000E-002
          44  1.000000000000000E-002
          45  1.000000000000000E-002
          46  1.000000000000000E-002
          47  1.000000000000000E-002
          48  1.000000000000000E-002
          49  1.000000000000000E-002
          50  1.000000000000000E-002
